Subject,Position,Session,A_x,A_y,A_z,G_x,G_y,G_z,C_1,Workout
1,wrist,1,0.500375,0.501125,0.501,0.4993375,0.4981624999999999,0.5012875,0.5007025445381801,LegCurl
1,wrist,1,0.49675,0.496,0.502375,0.50203125,0.4984375,0.5005062499999999,0.5007508227847827,LegCurl
1,wrist,1,0.50125,0.497125,0.5005,0.499025,0.50046875,0.4984375,0.5001324343647187,LegCurl
1,wrist,1,0.500375,0.4995,0.5002500000000001,0.50085625,0.49976875,0.49730625,0.5002140459446236,LegCurl
1,wrist,1,0.5025000000000001,0.5025000000000001,0.5,0.50199375,0.4991,0.4990625,0.5005956575245597,LegCurl
1,wrist,1,0.50075,0.498125,0.501,0.50105625,0.4989875,0.49991875,0.5007439357711623,LegCurl
1,wrist,1,0.4983749999999999,0.49675,0.5001249999999999,0.50046875,0.4992562499999999,0.4996875,0.5007588806844316,LegCurl
1,wrist,1,0.498125,0.4965,0.502125,0.501325,0.50015625,0.49828125,0.501173825597701,LegCurl
1,wrist,1,0.4983749999999999,0.497625,0.50325,0.50015625,0.50125,0.49793125,0.501455437177637,LegCurl
1,wrist,1,0.4955,0.501,0.502625,0.499725,0.5011312499999999,0.49851875,0.5010370487575729,LegCurl
1,wrist,1,0.500625,0.49775,0.50175,0.49796875,0.50136875,0.49976875,0.5001519936708423,LegCurl
1,wrist,1,0.491375,0.496,0.502625,0.4946875,0.5028875,0.50140625,0.5004336052507783,LegCurl
1,wrist,1,0.5131249999999999,0.50725,0.498,0.49789375,0.50136875,0.5005062499999999,0.5000152168307143,LegCurl
1,wrist,1,0.496,0.5001249999999999,0.501125,0.4950374999999999,0.5019125,0.5022249999999999,0.4991301617439836,LegCurl
1,wrist,1,0.501125,0.49775,0.4987499999999999,0.5005062499999999,0.49875,0.50055,0.5033117733239196,LegCurl
1,wrist,1,0.5037499999999999,0.50075,0.498625,0.5016375,0.49855625,0.50008125,0.5037600515705223,LegCurl
1,wrist,1,0.49725,0.498625,0.503625,0.4964437499999999,0.4998812499999999,0.50215,0.5036749964837917,LegCurl
1,wrist,1,0.49725,0.495125,0.502375,0.5001187500000001,0.49918125,0.50078125,0.5033566080636965,LegCurl
1,wrist,1,0.499375,0.500625,0.504625,0.49921875,0.49976875,0.499025,0.5023715529769659,LegCurl
1,wrist,1,0.49175,0.4943749999999999,0.50175,0.4964437499999999,0.5012125000000001,0.4990625,0.5007531645569019,LegCurl
1,wrist,1,0.5015,0.5005,0.50075,0.4984,0.49980625,0.4970687499999999,0.4992681094701712,LegCurl
1,wrist,1,0.500875,0.5038750000000001,0.4992499999999999,0.4975374999999999,0.4992562499999999,0.49953125,0.4979163877167739,LegCurl
1,wrist,1,0.50125,0.501625,0.4987499999999999,0.497425,0.4998812499999999,0.5012125000000001,0.4976646659633765,LegCurl
1,wrist,1,0.506375,0.497375,0.501,0.49851875,0.500275,0.5005875000000001,0.4967129442099792,LegCurl
1,wrist,1,0.49275,0.4942499999999999,0.504,0.497225,0.50140625,0.4975,0.4965289506172761,LegCurl
1,wrist,1,0.5081249999999999,0.5041249999999999,0.500375,0.50109375,0.499375,0.49636875,0.4966264771839293,LegCurl
1,wrist,1,0.498125,0.500375,0.50125,0.4978499999999999,0.50046875,0.499025,0.4964240037505825,LegCurl
1,wrist,1,0.501875,0.50125,0.4988749999999999,0.4986312499999999,0.50105625,0.50055,0.4973215303172357,LegCurl
1,wrist,1,0.503625,0.498,0.50075,0.496875,0.50206875,0.5019125,0.4980523902172222,LegCurl
1,wrist,1,0.493,0.497375,0.50175,0.4992562499999999,0.50078125,0.49953125,0.4999499167838444,LegCurl
1,wrist,1,0.5055,0.50625,0.500625,0.5022249999999999,0.50015625,0.49984375,0.5011474433504977,LegCurl
1,wrist,1,0.4942499999999999,0.494625,0.501,0.49991875,0.500625,0.50023125,0.5014783032504841,LegCurl
1,wrist,1,0.5055,0.4987499999999999,0.501625,0.50035,0.4994125,0.49828125,0.501342496483804,LegCurl
1,wrist,1,0.492625,0.496875,0.5015,0.4992562499999999,0.5006625,0.49855625,0.5009400230504573,LegCurl
1,wrist,1,0.507125,0.507125,0.4978749999999999,0.50359375,0.49851875,0.4978499999999999,0.5010375496171104,LegCurl
1,wrist,1,0.495625,0.499875,0.502875,0.50019375,0.49890625,0.5009,0.5012017428504303,LegCurl
1,wrist,1,0.502,0.4992499999999999,0.499875,0.4996875,0.498675,0.50148125,0.5011992694170835,LegCurl
1,wrist,1,0.500875,0.501,0.499625,0.5007,0.49921875,0.5003125,0.5008967959837367,LegCurl
1,wrist,1,0.501,0.502,0.502,0.49921875,0.50019375,0.500275,0.5008609892170566,LegCurl
1,wrist,1,0.5005,0.4982499999999999,0.5002500000000001,0.50144375,0.49945,0.5009,0.5012918491170432,LegCurl
1,wrist,1,0.499125,0.5,0.499625,0.4983625,0.5016812500000001,0.50109375,0.501156042350363,LegCurl
1,wrist,1,0.50525,0.501375,0.5025000000000001,0.50136875,0.5005875000000001,0.5005062499999999,0.5011535689169851,LegCurl
1,wrist,1,0.497625,0.4985,0.5002500000000001,0.50144375,0.501325,0.4993,0.5016510954836384,LegCurl
1,wrist,1,0.501,0.5,0.503125,0.50019375,0.500975,0.49890625,0.5001152887169582,LegCurl
1,wrist,1,0.502125,0.4974999999999999,0.4988749999999999,0.5001187500000001,0.5003125,0.49980625,0.498679481950278,LegCurl
1,wrist,1,0.50475,0.505375,0.499625,0.5011312499999999,0.50023125,0.49855625,0.4995103418502646,LegCurl
1,wrist,1,0.498625,0.497625,0.502,0.5003875,0.5000374999999999,0.49965,0.4999412017502511,LegCurl
1,wrist,1,0.5051249999999999,0.50225,0.499125,0.5010125,0.5003875,0.499375,0.4999387283169043,LegCurl
1,wrist,1,0.495125,0.4943749999999999,0.5042500000000001,0.4987125,0.50125,0.5,0.5004362548835576,LegCurl
1,wrist,1,0.504875,0.500625,0.499,0.5032,0.49976875,0.497425,0.5003004481168775,LegCurl
1,wrist,1,0.4995,0.50175,0.501125,0.49668125,0.50116875,0.49824375,0.500331308016864,LegCurl
1,wrist,1,0.5051249999999999,0.501375,0.5,0.49991875,0.50015625,0.50019375,0.5003621679168505,LegCurl
1,wrist,1,0.505375,0.505,0.501375,0.5023062500000001,0.49859375,0.49918125,0.500293027816806,LegCurl
1,wrist,1,0.493125,0.489125,0.50325,0.49980625,0.49976875,0.50140625,0.5014572210501259,LegCurl
1,wrist,1,0.504625,0.500875,0.499125,0.5009,0.5001187500000001,0.4971125,0.500954747616779,LegCurl
1,wrist,1,0.503,0.505,0.499625,0.5010125,0.49976875,0.4984749999999999,0.5002856075167655,LegCurl
1,wrist,1,0.50175,0.503375,0.498125,0.5025,0.4989437499999999,0.50008125,0.5006831340834188,LegCurl
1,wrist,1,0.499375,0.4992499999999999,0.5015,0.50078125,0.4996875,0.50085625,0.5003473273167387,LegCurl
1,wrist,1,0.4987499999999999,0.497125,0.500625,0.5025375,0.499375,0.49976875,0.5004781872167252,LegCurl
1,wrist,1,0.4983749999999999,0.500875,0.499875,0.49800625,0.49984375,0.50015625,0.5003090471167118,LegCurl
1,wrist,1,0.50125,0.4997499999999999,0.501625,0.4991,0.4993,0.50085625,0.5012399070166983,LegCurl
1,wrist,1,0.4978749999999999,0.49325,0.50125,0.4981624999999999,0.50074375,0.50085625,0.5005707669166848,LegCurl
1,wrist,1,0.5005,0.501625,0.5001249999999999,0.4968,0.50109375,0.4992562499999999,0.5004016268166713,LegCurl
1,wrist,1,0.50125,0.5037499999999999,0.5001249999999999,0.499025,0.5003125,0.50265625,0.5002658200499912,LegCurl
1,wrist,1,0.49625,0.492875,0.501375,0.496175,0.50171875,0.5039437499999999,0.5004436111111193,LegCurl
1,wrist,1,0.502,0.499,0.50125,0.49980625,0.50140625,0.499375,0.501348836146264,LegCurl
1,wrist,1,0.5,0.5042500000000001,0.4997499999999999,0.4981624999999999,0.5010125,0.501325,0.5010207278481064,LegCurl
1,wrist,1,0.502625,0.500875,0.5005,0.4992562499999999,0.499725,0.5031625,0.5012926195499177,LegCurl
1,wrist,1,0.4995,0.4974999999999999,0.501625,0.49851875,0.4992562499999999,0.5016375,0.4998311779184267,LegCurl
1,wrist,1,0.5,0.499625,0.500875,0.4978125,0.49945,0.50078125,0.5012697362869046,LegCurl
1,wrist,1,0.502375,0.50175,0.499625,0.49953125,0.49875,0.5015625,0.501941627988747,LegCurl
1,wrist,1,0.4992499999999999,0.499125,0.499125,0.49824375,0.49945,0.5025,0.5022135196905583,LegCurl
1,wrist,1,0.50275,0.5002500000000001,0.5,0.49921875,0.4996125,0.5009,0.502118744725734,LegCurl
1,wrist,1,0.487625,0.489,0.50475,0.4977375,0.5000374999999999,0.49875,0.5000573030942119,LegCurl
1,wrist,1,0.4992499999999999,0.498625,0.4997499999999999,0.49991875,0.4992562499999999,0.4980875,0.4999291947960543,LegCurl
1,wrist,1,0.501625,0.50625,0.501125,0.49859375,0.49976875,0.49824375,0.4999010864978656,LegCurl
1,wrist,1,0.5121249999999999,0.5,0.498125,0.502575,0.49769375,0.49570625,0.4979063115330413,LegCurl
1,wrist,1,0.497375,0.495125,0.5041249999999999,0.4962125,0.499375,0.49671875,0.4974782032348526,LegCurl
1,wrist,1,0.499,0.491625,0.501875,0.50046875,0.4984749999999999,0.4930875,0.4965167616033616,LegCurl
1,wrist,1,0.49725,0.5115000000000001,0.499375,0.503475,0.4987125,0.4947625,0.4969219866385062,LegCurl
1,wrist,1,0.494625,0.492875,0.504,0.49820625,0.500275,0.500975,0.4977938783403486,LegCurl
1,wrist,1,0.505875,0.50675,0.4983749999999999,0.5025375,0.49976875,0.498125,0.4981324367088265,LegCurl
1,wrist,1,0.497625,0.499375,0.499625,0.4971125,0.50081875,0.49859375,0.4981043284106689,LegCurl
1,wrist,1,0.510375,0.5077499999999999,0.499125,0.5009375,0.49824375,0.4993,0.4973428867791469,LegCurl
1,wrist,1,0.4983749999999999,0.496,0.5,0.49831875,0.49890625,0.501525,0.4976481118143225,LegCurl
1,wrist,1,0.505,0.4992499999999999,0.501375,0.49921875,0.4989875,0.4999625,0.4985533368494672,LegCurl
1,wrist,1,0.502375,0.5,0.498,0.5015625,0.4980875,0.498675,0.4995585618846428,LegCurl
1,wrist,1,0.500875,0.500875,0.5005,0.4995687499999999,0.50125,0.50074375,0.5006971202531209,LegCurl
1,wrist,1,0.5,0.500375,0.501375,0.4992562499999999,0.5015999999999999,0.500625,0.5013023452882965,LegCurl
1,wrist,1,0.495875,0.495375,0.504875,0.5001187500000001,0.50109375,0.5012875,0.5009075703234411,LegCurl
1,wrist,1,0.504,0.5001249999999999,0.50075,0.5007,0.50085625,0.49953125,0.5005794620252835,LegCurl
1,wrist,1,0.497,0.49625,0.5025000000000001,0.4996125,0.500975,0.49796875,0.4992846870604592,LegCurl
1,wrist,1,0.501375,0.504375,0.501,0.5003875,0.5005062499999999,0.4989875,0.4992565787622705,LegCurl
1,wrist,1,0.498125,0.5,0.50125,0.49976875,0.5001187500000001,0.50055,0.4987618037974461,LegCurl
1,wrist,1,0.503,0.500625,0.5,0.49984375,0.49918125,0.500625,0.4994003621659241,LegCurl
1,wrist,1,0.501125,0.500625,0.5001249999999999,0.49800625,0.5003875,0.5012125000000001,0.4994722538677665,LegCurl
1,wrist,1,0.50225,0.5015,0.5,0.501525,0.49918125,0.4993,0.4994108122362445,LegCurl
1,wrist,1,0.503,0.49775,0.5015,0.49886875,0.50078125,0.50078125,0.4999160372714201,LegCurl
1,wrist,1,0.4957499999999999,0.499875,0.503625,0.5010125,0.50035,0.4984,0.4997212623065648,LegCurl
1,wrist,1,0.4992499999999999,0.49675,0.501125,0.5005062499999999,0.5009375,0.4993375,0.4999598206750738,LegCurl
1,wrist,1,0.501,0.5041249999999999,0.500875,0.49980625,0.50109375,0.4989875,0.5005650457102184,LegCurl
1,wrist,1,0.495125,0.4955,0.502625,0.49965,0.50144375,0.500275,0.5000036040787275,LegCurl
1,wrist,1,0.5005,0.502125,0.4983749999999999,0.5012875,0.500975,0.49890625,0.4999421624472054,LegCurl
1,wrist,1,0.5041249999999999,0.502625,0.50125,0.4986312499999999,0.5012875,0.5001187500000001,0.5002140541490477,LegCurl
1,wrist,1,0.507,0.50125,0.4987499999999999,0.50019375,0.5006625,0.50125,0.4986703395062126,LegCurl
1,wrist,1,0.5,0.4985,0.501375,0.49949375,0.50046875,0.4996875,0.4991297929364567,LegCurl
1,wrist,1,0.502125,0.50125,0.5,0.50085625,0.50035,0.49918125,0.500422579700003,LegCurl
1,wrist,1,0.491125,0.494625,0.503625,0.4989437499999999,0.50105625,0.5003875,0.5010153664635494,LegCurl
1,wrist,1,0.501125,0.4988749999999999,0.501,0.501525,0.5000374999999999,0.49914375,0.5011414865604291,LegCurl
1,wrist,1,0.501,0.502875,0.500375,0.49991875,0.5,0.4984749999999999,0.5002342733240065,LegCurl
1,wrist,1,0.504625,0.506,0.498625,0.50215,0.4984,0.50078125,0.500827060087553,LegCurl
1,wrist,1,0.498125,0.49625,0.502625,0.4996125,0.49953125,0.50300625,0.5005531801844326,LegCurl
1,wrist,1,0.500375,0.495625,0.500625,0.50179375,0.49949375,0.50046875,0.5013126336146767,LegCurl
1,wrist,1,0.501375,0.5005,0.50125,0.50140625,0.50019375,0.49859375,0.5019387537115564,LegCurl
1,wrist,1,0.5001249999999999,0.501375,0.5005,0.5021875,0.50015625,0.4983625,0.5016315404751027,LegCurl
1,wrist,1,0.49775,0.5002500000000001,0.5005,0.5012875,0.4998812499999999,0.4998812499999999,0.5027243272386491,LegCurl
1,wrist,1,0.497125,0.501125,0.505375,0.50085625,0.50043125,0.50105625,0.5026837806688932,LegCurl
1,wrist,1,0.489375,0.4907499999999999,0.503,0.49578125,0.50175625,0.5034000000000001,0.5007432340991063,LegCurl
1,wrist,1,0.4915,0.484375,0.499375,0.49726875,0.50116875,0.50140625,0.5002360208626526,LegCurl
1,wrist,1,0.504875,0.5035000000000001,0.500625,0.50078125,0.50074375,0.4974625,0.5007288076262301,LegCurl
1,wrist,1,0.4997499999999999,0.4997499999999999,0.501625,0.49828125,0.50199375,0.4998812499999999,0.499588261056443,LegCurl
1,wrist,1,0.505875,0.496875,0.5001249999999999,0.4999625,0.5018375,0.49828125,0.4985810478199894,LegCurl
1,wrist,1,0.498625,0.49375,0.503375,0.50265625,0.50273125,0.4906624999999999,0.4991071679168691,LegCurl
1,wrist,1,0.488125,0.51075,0.49175,0.5068,0.4983625,0.49078125,0.4994999546804465,LegCurl
1,wrist,1,0.4988749999999999,0.5,0.50475,0.49574375,0.50195,0.50179375,0.5000260747773262,LegCurl
1,wrist,1,0.50225,0.5035000000000001,0.499,0.49859375,0.50109375,0.5015625,0.4997188615408726,LegCurl
1,wrist,1,0.4988749999999999,0.499875,0.501375,0.49769375,0.5012125000000001,0.5019125,0.4998449816377833,LegCurl
1,wrist,1,0.505625,0.504875,0.4985,0.4984375,0.500625,0.5024625,0.4994377684013297,LegCurl
1,wrist,1,0.50175,0.499,0.501625,0.4975374999999999,0.4998812499999999,0.50304375,0.4993638884982094,LegCurl
1,wrist,1,0.496,0.4965,0.5035000000000001,0.49886875,0.49976875,0.50210625,0.4996900085950891,LegCurl
1,wrist,1,0.4974999999999999,0.498625,0.50075,0.50125,0.5000374999999999,0.49824375,0.5000161286919999,LegCurl
1,wrist,1,0.4983749999999999,0.50325,0.5002500000000001,0.5009,0.5006625,0.49890625,0.4997755821222129,LegCurl
1,wrist,1,0.50075,0.502875,0.501,0.50199375,0.50019375,0.49991875,0.5002350355524259,LegCurl
1,wrist,1,0.5005,0.501625,0.495,0.50519375,0.49883125,0.49695625,0.49959448898267,LegCurl
1,wrist,1,0.5153749999999999,0.5145,0.497,0.505,0.49890625,0.49734375,0.5002872757462163,LegCurl
1,wrist,1,0.48425,0.4863749999999999,0.506625,0.49429375,0.50241875,0.50355625,0.5002467291764294,LegCurl
1,wrist,1,0.50825,0.50275,0.496875,0.5025375,0.49883125,0.49859375,0.5006395159399758,LegCurl
1,wrist,1,0.4885,0.4912499999999999,0.506875,0.49449375,0.5019125,0.50105625,0.4988323027035531,LegCurl
1,wrist,1,0.51225,0.50625,0.497125,0.50171875,0.50015625,0.49953125,0.4996917561337662,LegCurl
1,wrist,1,0.498625,0.4907499999999999,0.5,0.49546875,0.5016375,0.499375,0.4987845428973126,LegCurl
1,wrist,1,0.4955,0.496625,0.508,0.49703125,0.5023062500000001,0.4989437499999999,0.4981106629942233,LegCurl
1,wrist,1,0.507125,0.5035000000000001,0.49725,0.506175,0.49769375,0.49515625,0.4980034497577697,LegCurl
1,wrist,1,0.496875,0.501375,0.4995,0.4989875,0.4993375,0.49640625,0.4979962365213161,LegCurl
1,wrist,1,0.497125,0.502375,0.500875,0.4986312499999999,0.4994125,0.5015625,0.4972223566181957,LegCurl
1,wrist,1,0.499875,0.495875,0.501625,0.4974625,0.49914375,0.50125,0.4979961111110945,LegCurl
1,wrist,1,0.504,0.50225,0.50275,0.4989875,0.49831875,0.4998812499999999,0.4986433087201168,LegCurl
1,wrist,1,0.4987499999999999,0.501,0.496625,0.50085625,0.4984,0.50023125,0.4991571729957747,LegCurl
1,wrist,1,0.4988749999999999,0.503625,0.4974999999999999,0.50171875,0.50023125,0.49965,0.4988377039380992,LegCurl
1,wrist,1,0.502,0.501125,0.501375,0.49875,0.5003125,0.5011312499999999,0.5002515682137572,LegCurl
1,wrist,1,0.4997499999999999,0.499,0.499125,0.50125,0.4998812499999999,0.4996125,0.5002654324894461,LegCurl
1,wrist,1,0.495,0.4965,0.5041249999999999,0.49769375,0.500975,0.50074375,0.5004792967651039,LegCurl
1,wrist,1,0.50575,0.50475,0.498,0.50074375,0.4996125,0.5,0.5000264943740952,LegCurl
1,wrist,1,0.4947499999999999,0.496375,0.503,0.4994125,0.5005875000000001,0.501525,0.5005403586497841,LegCurl
1,wrist,1,0.504375,0.501625,0.498625,0.5000374999999999,0.49984375,0.500625,0.500054222925442,LegCurl
1,wrist,1,0.499125,0.4974999999999999,0.502375,0.5000374999999999,0.4999625,0.5006625,0.5008014205344332,LegCurl
1,wrist,1,0.49725,0.4978749999999999,0.502,0.50019375,0.4996125,0.50043125,0.5007486181434554,LegCurl
1,wrist,1,0.500375,0.499,0.4997499999999999,0.50019375,0.5000374999999999,0.5000374999999999,0.50092914908578,LegCurl
1,wrist,1,0.494875,0.496375,0.50125,0.498125,0.5012125000000001,0.50109375,0.5008430133614379,LegCurl
1,wrist,1,0.50475,0.4995,0.499875,0.50116875,0.50008125,0.49886875,0.4993568776370957,LegCurl
1,wrist,1,0.501875,0.5051249999999999,0.4992499999999999,0.4990625,0.50055,0.5003875,0.5000707419127847,LegCurl
1,wrist,1,0.497125,0.4965,0.5041249999999999,0.499025,0.5005062499999999,0.50125,0.4995512728551092,LegCurl
1,wrist,1,0.493,0.494875,0.50125,0.50081875,0.5003875,0.49855625,0.4996651371307671,LegCurl
